customer_id,product_id,order_value,return_reason,return_count,damaged_flag,days_since_last_return,is_fraud
1669,13531,94.47,No Reason,1,0,97,0
1323,10801,50.63,Damaged,3,0,7,0
1145,18234,99.64,Damaged,3,0,9,0
1957,13349,120.18,No Reason,1,0,113,0
1292,18005,109.72,Wrong Item,3,1,44,0
1664,19969,56.84,No Reason,1,0,166,0
1431,13201,137.41,Wrong Item,1,0,45,0
1704,10349,149.44,Wrong Item,2,0,16,0
1948,19759,96.72,Damaged,2,0,81,0
1974,19321,169.33,No Reason,3,0,127,0
1584,19972,75.11,Damaged,2,1,114,0
1398,10583,61.84,Not Needed,4,0,66,0
1816,13377,69.56,Damaged,0,0,75,0
1888,16028,107.35,Wrong Item,2,0,67,0
1343,17694,46.65,No Reason,0,0,163,0
1963,16196,90.67,Not Needed,1,1,8,0
1139,17083,188.04,Not Needed,2,0,162,0
1186,13401,54.89,Not Needed,2,0,51,0
1804,13185,83.59,Not Needed,2,0,117,0
1060,15285,68.92,No Reason,2,0,89,0
1996,19354,91.46,Wrong Item,5,0,100,0
1938,16772,89.56,Not Needed,2,0,111,0
1379,18490,79.91,Wrong Item,3,0,90,0
1709,13347,95.31,Damaged,1,0,155,0
1806,10788,119.0,Wrong Item,2,0,57,0
1439,14945,141.56,Not Needed,1,0,151,0
1318,12889,91.47,Damaged,1,0,58,0
1301,19569,100.17,Damaged,4,0,36,0
1343,15273,113.9,Damaged,0,0,103,0
1010,13272,62.93,Not Needed,0,0,37,0
1061,19069,95.42,Wrong Item,3,0,152,0
1844,15234,84.83,No Reason,2,0,14,0
1225,19769,128.56,Wrong Item,4,0,143,0
1152,16902,152.55,Not Needed,1,0,54,0
1710,17612,76.69,Not Needed,2,0,131,0
1563,12492,138.4,Damaged,2,0,25,0
1771,16745,56.25,Wrong Item,2,0,38,0
1570,19574,106.02,Not Needed,3,0,126,0
1583,14240,107.8,Not Needed,0,0,127,0
1659,12322,55.48,No Reason,2,0,46,0
1860,15298,75.15,Wrong Item,1,1,175,0
1574,11861,72.23,Damaged,3,0,91,0
1309,16620,60.66,Damaged,1,0,176,0
1884,14047,20.01,Damaged,1,0,164,0
1242,17581,93.78,Wrong Item,1,0,37,0
1492,17320,97.4,Not Needed,4,0,99,0
1365,11098,97.16,Not Needed,0,0,61,0
1329,15247,122.97,No Reason,1,0,60,0
1106,11734,41.87,No Reason,2,0,117,0
1225,14663,88.57,Not Needed,4,1,7,0
1824,15909,176.8,Not Needed,3,1,37,0
1217,13416,126.6,Wrong Item,1,1,105,0
1936,16302,126.77,No Reason,1,0,35,0
1752,17593,69.5,Damaged,1,0,55,0
1505,10680,94.12,Damaged,1,1,44,0
1258,18163,31.0,Damaged,3,0,49,0
1887,12070,117.56,Damaged,3,0,19,0
1773,16668,142.01,Not Needed,2,0,161,0
1516,18001,56.51,Not Needed,2,1,101,0
1772,19921,65.23,Wrong Item,4,1,106,0
1053,12191,99.04,Damaged,1,0,91,0
1046,18859,104.6,Not Needed,1,0,31,0
1726,19804,83.75,Not Needed,0,1,42,0
1688,17586,75.54,Not Needed,1,1,78,0
1520,18872,75.86,Damaged,3,0,140,0
1098,19164,98.53,Not Needed,4,0,1,0
1019,12846,117.58,No Reason,3,0,141,0
1889,12463,98.52,Damaged,1,0,169,0
1752,16837,95.65,Damaged,3,0,142,0
1572,14922,47.22,No Reason,1,0,92,0
1890,14392,126.01,Wrong Item,4,1,121,0
1489,13183,98.46,Wrong Item,4,0,137,0
1418,13167,86.9,Damaged,3,0,116,0
1689,12997,107.65,Damaged,0,0,104,0
1849,16521,74.69,Damaged,2,0,57,0
1061,13227,87.52,No Reason,1,0,98,0
1144,16564,103.23,Not Needed,1,0,117,0
1215,19920,79.64,No Reason,1,0,107,0
1002,12024,50.63,Not Needed,0,0,61,0
1159,10329,45.75,Not Needed,3,0,56,0
1738,12486,113.37,Wrong Item,1,0,131,0
1997,11155,99.07,No Reason,2,0,77,0
1780,14477,98.01,No Reason,2,0,103,0
1119,12185,65.15,Damaged,0,0,95,0
1892,17086,99.38,No Reason,2,1,122,0
1088,12317,87.99,Not Needed,2,0,161,0
1328,13621,82.0,Not Needed,1,1,31,0
1579,14491,97.75,No Reason,4,0,77,0
1909,12511,108.89,Wrong Item,4,0,161,0
1356,17842,152.5,Wrong Item,2,0,39,0
1609,18641,116.96,Damaged,7,0,34,0
1266,19546,125.73,Damaged,1,0,14,0
1616,17848,133.14,Not Needed,2,0,50,0
1951,15404,77.08,No Reason,3,0,19,0
1322,15393,90.37,Not Needed,2,0,36,0
1634,11293,72.85,Not Needed,3,0,37,0
1987,12465,79.55,No Reason,5,1,148,1
1540,13175,87.15,Not Needed,2,0,9,0
1648,17849,78.83,Not Needed,0,1,99,0
1194,19425,106.72,Wrong Item,2,0,136,0
1920,19629,112.99,Damaged,2,0,169,0
1737,18444,60.82,Wrong Item,4,0,100,0
1331,18210,90.64,Damaged,1,0,143,0
1169,12759,90.97,Damaged,0,0,106,0
1520,15255,55.83,Damaged,2,0,23,0
1462,18414,77.02,Wrong Item,1,0,3,0
1039,10002,126.2,No Reason,0,0,171,0
1536,18130,125.82,Not Needed,3,1,117,0
1260,11259,51.12,No Reason,4,0,150,0
1394,18190,114.16,No Reason,6,0,41,0
1954,14323,55.89,Damaged,1,0,119,0
1225,15773,87.96,Damaged,2,0,91,0
1983,12568,97.08,Wrong Item,4,0,116,0
1123,11885,122.58,Wrong Item,0,0,18,0
1974,17060,94.76,Not Needed,1,1,147,0
1037,17844,69.58,No Reason,2,1,155,0
1327,16111,64.48,No Reason,4,1,105,0
1250,19491,105.04,Not Needed,4,0,23,0
1900,12338,80.99,Damaged,2,1,1,0
1175,19268,87.74,Wrong Item,1,0,6,0
1601,13758,129.11,Not Needed,2,0,123,0
1913,14810,113.05,No Reason,2,0,0,0
1453,19139,147.61,Not Needed,1,0,138,0
1036,16791,69.45,Not Needed,2,0,178,0
1315,17171,78.72,No Reason,2,0,158,0
1687,12731,105.51,No Reason,2,1,29,0
1972,10869,154.56,Wrong Item,2,0,76,0
1795,15166,76.15,Wrong Item,4,0,151,0
1964,10093,101.15,No Reason,4,0,17,0
1972,12987,139.64,Wrong Item,1,1,16,0
1592,19967,101.5,Wrong Item,2,0,45,0
1113,18627,130.6,Wrong Item,3,0,111,0
1039,14947,158.72,No Reason,2,0,18,0
1300,16651,108.85,Damaged,5,1,11,1
1223,16979,113.75,Damaged,1,0,81,0
1317,16794,122.29,Wrong Item,1,0,139,0
1348,16524,72.87,Damaged,2,0,49,0
1114,13144,55.55,Wrong Item,1,0,147,0
1697,13587,104.75,Damaged,2,0,5,0
1322,10076,81.25,Damaged,0,1,128,0
1567,19007,131.58,Not Needed,1,1,134,0
1039,18959,109.43,Wrong Item,1,0,95,0
1865,16553,131.07,Damaged,0,0,54,0
1039,18297,63.95,Damaged,0,1,123,0
1858,16694,130.05,Not Needed,0,0,108,0
1972,12873,31.04,Damaged,3,0,104,0
1748,13346,66.41,Not Needed,1,1,14,0
1288,17024,118.97,Damaged,2,0,94,0
1261,13148,84.92,Not Needed,2,0,151,0
1215,19657,87.81,Not Needed,3,1,28,0
1146,10244,103.22,No Reason,0,0,81,0
1335,12625,142.66,Wrong Item,1,1,33,0
1167,13849,42.35,No Reason,3,1,92,0
1091,19597,137.46,Wrong Item,2,0,36,0
1352,19173,139.22,Damaged,3,0,169,0
1570,17737,84.87,Wrong Item,3,1,94,0
1570,18333,79.15,No Reason,0,1,146,0
1815,10892,96.46,Wrong Item,2,0,150,0
1680,15487,78.51,No Reason,2,0,70,0
1780,17251,110.34,Wrong Item,0,0,5,0
1362,17310,114.25,Damaged,1,0,98,0
1556,12399,53.38,Damaged,0,0,54,0
1344,14640,72.39,Wrong Item,1,0,38,0
1692,12960,64.45,Wrong Item,1,0,24,0
1169,17325,106.44,Damaged,0,0,97,0
1355,11469,126.17,Wrong Item,2,1,82,0
1190,13374,67.8,Not Needed,1,0,3,0
1666,18847,125.96,Damaged,1,0,32,0
1421,18234,72.26,Damaged,0,1,65,0
1699,17923,121.56,No Reason,3,0,129,0
1006,15122,91.49,No Reason,5,0,141,0
1132,19852,86.75,Not Needed,0,0,177,0
1746,15387,134.27,Wrong Item,0,0,10,0
1556,17631,153.63,Not Needed,1,0,33,0
1825,17226,41.75,Wrong Item,5,0,165,0
1760,15108,117.98,No Reason,3,1,166,0
1030,12224,105.32,Wrong Item,3,0,149,0
1534,12110,119.74,No Reason,4,0,41,0
1425,10957,56.84,Damaged,0,0,165,0
1393,17146,67.47,Damaged,1,0,8,0
1671,10560,79.86,Wrong Item,1,1,87,0
1362,19522,106.39,No Reason,1,0,28,0
1436,17413,78.02,Not Needed,2,1,169,0
1669,11312,90.31,No Reason,1,0,59,0
1550,11821,124.92,No Reason,1,1,166,0
1926,15646,161.46,No Reason,0,0,90,0
1081,14945,122.78,Damaged,2,0,59,0
1355,15374,125.78,No Reason,3,1,125,0
1257,12651,94.54,Wrong Item,3,0,75,0
1717,19933,73.28,Damaged,3,0,135,0
1588,14701,90.22,Damaged,2,0,105,0
1988,12877,98.26,Damaged,2,1,104,0
1523,15582,65.2,No Reason,3,0,148,0
1294,15390,124.45,Not Needed,2,1,175,0
1961,14083,145.58,No Reason,3,0,46,0
1223,10745,103.67,No Reason,1,0,8,0
1524,18749,132.52,Not Needed,4,0,77,0
1045,10941,136.25,No Reason,2,0,128,0
1666,14023,68.96,Wrong Item,3,1,54,0
1112,12296,47.87,Not Needed,1,0,30,0
1232,10939,85.03,Wrong Item,3,0,79,0
1016,11610,102.88,Wrong Item,1,0,90,0
1359,16300,64.12,Damaged,1,0,138,0
1222,11725,142.67,Damaged,6,0,65,0
1865,19176,158.46,Not Needed,2,0,30,0
1699,19779,105.38,No Reason,3,0,177,0
1447,19528,70.55,Wrong Item,3,1,59,0
1855,18853,114.59,No Reason,2,0,61,0
1364,17187,70.45,Wrong Item,2,0,166,0
1674,10032,134.29,Damaged,1,0,130,0
1325,15985,93.06,Damaged,2,1,111,0
1466,13414,121.82,Damaged,5,1,67,1
1413,11156,127.06,Not Needed,2,1,29,0
1454,13126,116.14,Wrong Item,1,0,66,0
1585,18252,153.56,No Reason,3,1,67,0
1232,11543,105.35,Wrong Item,1,0,76,0
1223,10271,84.9,No Reason,2,0,13,0
1993,15295,36.93,No Reason,3,0,137,0
1830,14076,31.48,No Reason,2,1,21,0
1411,15902,119.56,Wrong Item,0,0,60,0
1571,12709,94.48,Damaged,1,1,173,0
1334,19346,75.54,Not Needed,3,0,36,0
1221,15221,66.58,Not Needed,4,0,20,0
1036,19937,122.23,Damaged,1,1,130,0
1988,18529,70.49,Not Needed,5,1,146,1
1277,16722,148.92,No Reason,1,0,31,0
1195,18201,170.53,Not Needed,1,0,23,0
1915,14144,73.0,Wrong Item,5,0,73,0
1863,15606,120.09,Damaged,1,0,175,0
1483,16766,113.2,Damaged,2,1,95,0
1241,10730,70.37,Damaged,4,0,57,0
1323,14890,70.54,Damaged,1,0,167,0
1730,11648,96.32,Wrong Item,2,0,134,0
1191,14228,65.85,No Reason,0,0,45,0
1016,12130,132.74,No Reason,2,0,113,0
1523,14366,92.62,No Reason,3,0,125,0
1917,11506,66.38,Not Needed,1,0,142,0
1400,12158,97.33,No Reason,2,1,73,0
1905,12916,113.99,Not Needed,3,0,86,0
1885,13229,78.27,Wrong Item,0,0,4,0
1704,19858,40.21,Not Needed,0,0,21,0
1021,16265,103.79,No Reason,3,0,27,0
1473,14136,63.49,Damaged,1,0,18,0
1119,12689,76.19,Wrong Item,2,0,112,0
1209,17190,114.07,No Reason,2,1,13,0
1305,12810,82.36,No Reason,1,0,175,0
1269,16152,95.77,No Reason,2,1,134,0
1703,10012,143.59,Wrong Item,1,0,159,0
1686,15938,89.44,Damaged,3,0,149,0
1284,17999,160.64,Damaged,5,0,45,0
1715,17219,122.2,Damaged,1,0,84,0
1675,15328,72.06,No Reason,3,0,140,0
1762,13621,85.71,Not Needed,0,0,21,0
1226,13683,62.12,No Reason,1,0,137,0
1947,17872,119.12,Damaged,2,0,109,0
1380,15310,139.74,Wrong Item,2,1,43,0
1459,10652,89.25,Not Needed,0,0,23,0
1006,15799,44.16,Not Needed,2,0,71,0
1028,18812,110.81,No Reason,0,0,112,0
1906,13790,74.14,Wrong Item,2,0,176,0
1032,11645,78.68,Not Needed,3,1,49,0
1645,14512,109.35,Damaged,3,0,146,0
1878,14759,136.96,No Reason,2,0,57,0
1078,15874,122.19,No Reason,5,0,96,0
1927,13688,112.89,Damaged,2,0,175,0
1946,17689,95.28,Damaged,3,0,92,0
1458,11379,60.39,Damaged,0,0,95,0
1569,14243,110.44,Not Needed,1,0,71,0
1982,19580,121.53,Wrong Item,1,0,95,0
1537,16507,82.15,Not Needed,1,0,139,0
1481,17819,89.01,Wrong Item,2,0,85,0
1429,18593,133.3,No Reason,1,0,147,0
1737,12653,88.23,Wrong Item,5,0,172,0
1284,15611,91.88,Damaged,0,1,25,0
1515,16127,97.35,Not Needed,0,1,80,0
1976,13923,119.97,Damaged,2,0,105,0
1098,18459,108.8,No Reason,2,1,158,0
1396,15912,106.58,Not Needed,0,1,81,0
1488,15130,145.54,Not Needed,3,0,58,0
1038,15439,87.71,Damaged,2,0,130,0
1270,17880,71.48,Not Needed,0,1,17,0
1886,16449,130.66,Damaged,3,0,83,0
1796,11725,106.93,Wrong Item,5,0,115,0
1156,19304,82.32,No Reason,1,0,148,0
1074,17522,89.2,Damaged,2,0,41,0
1883,14784,61.78,No Reason,0,1,61,0
1799,19472,106.95,Not Needed,1,0,29,0
1129,11232,56.16,No Reason,3,0,60,0
1686,18808,120.46,No Reason,0,0,35,0
1973,18338,84.33,No Reason,3,1,54,0
1083,17446,58.18,Not Needed,2,0,3,0
1021,14616,132.92,Wrong Item,3,0,14,0
1458,14725,167.69,Wrong Item,2,0,111,0
1538,13677,113.12,Wrong Item,3,0,95,0
1706,16287,91.44,Damaged,1,0,96,0
1848,18480,71.2,Damaged,1,0,56,0
1381,11409,107.86,Not Needed,0,0,62,0
1747,18205,119.1,Wrong Item,2,1,76,0
1439,10256,100.21,No Reason,0,0,63,0
1603,11721,126.86,Wrong Item,2,0,144,0
1988,11423,145.42,Damaged,3,0,52,0
1020,14953,62.21,Not Needed,4,0,167,0
1302,12990,108.82,Wrong Item,1,0,69,0
1975,11195,42.9,Damaged,0,0,126,0
1868,14559,75.58,Damaged,2,0,49,0
1954,14365,121.6,No Reason,2,0,67,0
1083,11244,98.6,Wrong Item,3,0,14,0
1773,16766,51.67,No Reason,4,0,71,0
1658,15302,131.5,Wrong Item,3,1,161,0
1952,11306,83.7,Not Needed,4,1,157,0
1452,12402,125.53,Wrong Item,3,1,151,0
1386,10496,115.38,No Reason,0,0,107,0
1506,13399,75.01,No Reason,2,0,7,0
1256,10909,126.07,Damaged,1,0,113,0
1569,10372,109.56,Wrong Item,1,1,24,0
1891,16236,105.25,Wrong Item,0,1,161,0
1933,11344,85.96,Not Needed,2,0,24,0
1526,18515,66.92,Damaged,2,0,17,0
1161,12431,87.44,No Reason,0,0,72,0
1956,14670,86.79,Wrong Item,0,0,13,0
1162,12784,125.55,Damaged,1,0,133,0
1831,19407,50.53,Not Needed,2,1,102,0
1792,11695,144.12,Damaged,5,0,35,0
1791,11907,145.77,Wrong Item,5,0,35,0
1523,14814,80.77,Wrong Item,2,0,145,0
1785,10780,142.05,Not Needed,2,0,14,0
1270,11019,69.83,Not Needed,4,0,88,0
1491,11403,133.81,Not Needed,1,0,15,0
1207,11426,75.41,No Reason,2,0,75,0
1538,18855,131.0,Damaged,1,0,13,0
1583,15868,56.88,Damaged,5,1,46,1
1059,10010,132.49,Damaged,3,0,57,0
1429,16330,138.66,No Reason,3,0,157,0
1984,19230,55.91,Damaged,3,0,45,0
1656,12825,152.72,Not Needed,1,0,15,0
1604,17464,130.55,Damaged,1,1,128,0
1308,13003,40.06,No Reason,1,0,168,0
1519,19267,85.3,No Reason,1,0,120,0
1590,17195,131.13,Damaged,4,1,26,0
1026,16720,121.69,No Reason,1,1,61,0
1685,13088,103.35,No Reason,0,0,155,0
1561,11789,127.84,Damaged,1,0,147,0
1198,13036,73.78,No Reason,0,0,54,0
1386,17377,101.42,No Reason,4,0,50,0
1348,17598,74.63,Damaged,2,0,116,0
1959,14838,104.04,Not Needed,2,1,68,0
1939,15872,130.03,Not Needed,0,0,87,0
1692,13653,123.45,No Reason,3,0,96,0
1535,14299,106.69,Wrong Item,1,0,161,0
1827,19268,129.69,Wrong Item,4,0,154,0
1377,10973,132.65,Damaged,1,0,100,0
1898,17083,153.92,Damaged,4,1,96,0
1915,15494,135.02,Not Needed,1,0,111,0
1557,19491,119.69,Wrong Item,2,0,37,0
1526,13406,128.02,Damaged,1,0,28,0
1152,15150,107.31,Wrong Item,3,0,34,0
1733,19350,91.6,Wrong Item,3,0,19,0
1205,13129,126.03,No Reason,1,0,146,0
1454,10104,122.71,No Reason,1,0,132,0
1272,17433,108.76,Wrong Item,0,0,24,0
1893,17689,94.16,Not Needed,3,0,92,0
1235,13567,92.5,Damaged,1,0,25,0
1851,14348,87.74,Damaged,4,0,109,0
1739,14390,137.67,Not Needed,1,0,178,0
1520,16811,135.35,No Reason,4,0,142,0
1677,11181,134.07,No Reason,1,0,127,0
1943,14644,68.44,Not Needed,5,0,44,0
1955,15873,89.22,Not Needed,3,1,5,0
1830,14394,92.28,No Reason,2,1,128,0
1725,13534,81.82,Wrong Item,1,0,72,0
1500,15844,155.88,No Reason,1,0,42,0
1116,15939,112.01,Wrong Item,0,1,15,0
1385,16475,109.86,Damaged,3,0,13,0
1343,11774,86.02,Damaged,4,0,73,0
1583,18283,125.86,Wrong Item,3,1,18,0
1394,10446,165.75,Wrong Item,1,0,50,0
1063,10108,102.43,No Reason,0,1,135,0
1716,13239,92.99,Not Needed,0,0,47,0
1720,15931,97.28,Wrong Item,1,1,139,0
1071,14053,90.34,Damaged,4,1,34,0
1788,14537,99.91,No Reason,4,1,5,0
1273,16361,81.66,Damaged,0,0,98,0
1989,11245,73.4,No Reason,4,0,10,0
1319,12720,99.36,Not Needed,1,0,165,0
1337,18469,102.43,Not Needed,1,0,90,0
1365,17741,91.81,Damaged,1,0,25,0
1494,15105,143.71,Wrong Item,3,0,155,0
1606,12922,112.46,Wrong Item,0,0,71,0
1165,12513,122.27,Damaged,2,0,88,0
1543,19030,123.07,Wrong Item,1,0,82,0
1010,12801,103.14,Wrong Item,2,0,49,0
1300,16981,106.56,Damaged,4,0,25,0
1728,18221,74.19,Damaged,2,1,171,0
1800,16502,119.68,Not Needed,3,0,14,0
1101,16038,90.0,Damaged,3,0,23,0
1424,16229,80.81,Not Needed,4,0,76,0
1391,19449,139.06,Not Needed,2,0,56,0
1778,10364,60.03,No Reason,1,0,144,0
1213,11800,151.57,Wrong Item,0,0,80,0
1690,15958,149.2,Damaged,0,0,128,0
1087,19096,93.33,Wrong Item,2,0,138,0
1552,17436,153.56,No Reason,1,0,19,0
1400,14793,73.35,Damaged,1,0,30,0
1587,18160,129.82,Damaged,1,0,98,0
1888,10179,100.5,No Reason,2,0,166,0
1045,13873,45.81,Wrong Item,0,1,5,0
1671,13960,81.07,Not Needed,3,0,98,0
1462,11186,94.76,No Reason,2,1,27,0
1591,10773,123.37,No Reason,0,0,178,0
1309,14460,85.69,Damaged,2,0,52,0
1085,10352,91.81,Not Needed,2,0,115,0
1091,16943,116.23,No Reason,3,0,43,0
1659,15202,114.64,Wrong Item,0,0,64,0
1672,15344,97.25,No Reason,2,1,108,0
1713,14507,90.91,Wrong Item,5,0,11,0
1935,14830,128.18,Damaged,3,1,155,0
1927,10117,90.75,No Reason,1,0,71,0
1241,10481,64.32,Wrong Item,4,0,109,0
1864,14287,88.17,Damaged,5,0,29,0
1001,16802,116.4,Damaged,3,0,162,0
1224,18298,95.52,Damaged,3,0,133,0
1800,14477,84.92,No Reason,2,1,101,0
1744,16533,62.36,Damaged,1,0,84,0
1972,10243,95.68,Damaged,3,0,29,0
1925,17012,106.84,Wrong Item,2,0,124,0
1928,10865,69.78,Damaged,3,0,79,0
1588,19753,94.32,No Reason,3,0,62,0
1115,15329,67.18,Not Needed,0,0,7,0
1665,10603,96.14,Damaged,1,0,127,0
1917,15756,151.76,No Reason,5,0,32,0
1102,14018,105.15,Damaged,3,1,42,0
1193,15192,52.55,No Reason,2,1,75,0
1165,12015,109.93,Damaged,1,0,42,0
1870,19850,139.35,Wrong Item,1,0,44,0
1089,13380,58.48,Not Needed,3,0,114,0
1685,13770,68.64,Not Needed,2,0,114,0
1121,15829,107.75,No Reason,3,0,134,0
1142,11613,97.39,No Reason,1,1,163,0
1993,11879,136.34,Not Needed,4,1,24,0
1105,15372,94.58,Wrong Item,1,0,36,0
1886,14108,124.76,Wrong Item,2,1,120,0
1427,19291,145.84,Damaged,1,1,139,0
1304,19266,73.97,Wrong Item,1,0,159,0
1871,18978,122.43,Not Needed,4,0,176,0
1970,10148,87.97,Not Needed,1,0,165,0
1316,11754,33.54,Wrong Item,3,0,55,0
1962,17378,114.29,Wrong Item,2,0,79,0
1634,16681,117.98,Not Needed,1,0,107,0
1901,13756,53.52,Not Needed,1,0,124,0
1008,19371,86.38,Not Needed,1,1,25,0
1773,19116,81.31,Not Needed,1,0,56,0
1072,15392,124.3,Not Needed,0,0,141,0
1358,19795,53.52,Wrong Item,2,0,69,0
1222,13052,103.2,Wrong Item,2,0,40,0
1415,15692,29.81,Damaged,2,0,50,0
1552,14218,111.39,Damaged,4,1,106,0
1369,14803,103.75,No Reason,1,0,11,0
1715,12377,84.67,Damaged,3,0,96,0
1263,15086,142.85,Wrong Item,1,0,176,0
1839,13182,21.31,Damaged,1,0,108,0
1689,13160,99.46,Damaged,4,1,0,0
1859,16576,135.93,Wrong Item,5,0,146,0
1317,18903,103.86,Not Needed,4,0,86,0
1083,12586,140.98,Wrong Item,3,0,71,0
1317,12648,86.48,Wrong Item,0,0,125,0
1110,17313,94.99,No Reason,4,1,3,0
1250,11717,137.0,No Reason,1,0,135,0
1382,15308,126.84,No Reason,4,0,26,0
1006,17407,171.98,Not Needed,5,0,25,0
1458,10870,103.08,Damaged,1,0,96,0
1083,13574,106.01,No Reason,2,0,42,0
1207,15827,86.16,Wrong Item,0,0,103,0
1899,17986,93.88,No Reason,2,0,108,0
1389,18462,132.34,Wrong Item,2,0,39,0
1313,19735,99.99,Not Needed,2,0,177,0
1021,18741,75.78,No Reason,1,0,28,0
1409,15769,88.72,Wrong Item,3,0,84,0
1894,15733,97.29,Damaged,0,0,116,0
1514,19904,77.72,Not Needed,2,0,125,0
1126,13240,86.26,Wrong Item,2,0,169,0
1808,19554,70.01,Damaged,2,0,17,0
1699,14893,87.32,Damaged,1,0,80,0
1873,19476,134.99,Wrong Item,4,0,148,0
1013,10886,101.45,No Reason,2,0,61,0
1970,15854,173.84,Damaged,2,0,154,0
1977,15318,77.08,Not Needed,0,0,95,0
1011,12258,114.56,Damaged,1,0,105,0
1086,14382,106.67,No Reason,2,0,174,0
1523,11785,119.51,Not Needed,1,0,25,0
1908,17727,81.82,Not Needed,3,0,136,0
1536,10295,88.95,Not Needed,0,0,90,0
1300,12597,112.22,Wrong Item,0,0,122,0
1242,10680,84.86,Damaged,2,1,139,0
1121,14890,46.8,No Reason,1,1,15,0
1146,14298,139.31,Wrong Item,1,1,46,0
1566,10324,126.64,Wrong Item,2,0,55,0
1749,17952,87.49,Not Needed,1,0,65,0
1355,10986,106.55,Wrong Item,3,1,50,0
1684,13118,130.2,Damaged,4,0,26,0
1903,10760,140.33,Wrong Item,2,0,109,0
1732,17758,103.13,Wrong Item,2,1,65,0
1630,19228,82.44,Not Needed,3,0,61,0
1308,10906,143.93,Not Needed,0,0,70,0
1694,15499,102.84,Wrong Item,2,0,135,0
1287,10364,95.58,Not Needed,1,0,165,0
1306,17769,107.9,No Reason,2,0,5,0
1811,13413,134.64,No Reason,1,0,119,0
1593,18027,98.84,No Reason,3,1,58,0
1965,17939,129.58,Wrong Item,3,1,18,0
1913,19261,93.74,Damaged,3,1,78,0
1722,13081,118.27,Damaged,1,1,155,0
1661,15448,71.56,Not Needed,5,0,137,0
1548,13258,132.09,Damaged,4,0,172,0
1351,12107,79.72,Damaged,1,0,94,0
1311,17928,113.78,Wrong Item,3,0,177,0
1872,12933,55.4,Not Needed,2,0,159,0
1058,12829,100.74,Damaged,4,0,143,0
1642,18633,105.64,No Reason,1,1,133,0
1923,15006,79.56,Not Needed,2,1,61,0
1713,11559,96.71,Not Needed,0,0,65,0
1754,11741,107.86,Not Needed,0,0,146,0
1034,15830,116.9,No Reason,1,0,3,0
1444,17523,103.0,Damaged,0,0,120,0
1092,10625,139.97,No Reason,2,0,42,0
1949,11690,134.75,Not Needed,3,0,145,0
1958,18282,99.08,Not Needed,1,0,110,0
1206,16310,60.09,Wrong Item,5,0,173,0
1352,13006,85.39,Wrong Item,4,1,108,0
1902,14302,33.13,Wrong Item,0,0,45,0
1331,11088,94.51,Wrong Item,5,0,148,0
1816,16007,142.05,Not Needed,1,1,102,0
1861,14611,123.73,No Reason,0,1,157,0
1724,19372,102.51,Wrong Item,4,1,40,0
1158,17928,78.18,No Reason,1,0,144,0
1953,14490,103.67,Wrong Item,3,1,132,0
1956,18378,163.94,Damaged,3,0,4,0
1023,11597,144.63,Wrong Item,0,0,116,0
1403,13747,95.49,No Reason,2,0,74,0
1804,12670,55.54,Wrong Item,2,0,175,0
1515,18431,166.24,Damaged,0,0,127,0
1731,12580,78.13,No Reason,2,0,103,0
1363,17432,115.9,No Reason,3,0,119,0
1381,18330,53.24,No Reason,4,0,37,0
1531,12506,90.31,Not Needed,0,0,5,0
1955,14725,53.12,No Reason,1,0,13,0
1151,14300,65.14,Not Needed,2,0,88,0
1561,19941,72.26,Damaged,3,0,12,0
1688,18759,114.31,No Reason,3,0,154,0
1946,17002,97.12,No Reason,1,0,152,0
1607,19073,181.37,No Reason,2,0,67,0
1616,16131,134.01,Damaged,1,0,94,0
1419,18831,134.66,Not Needed,4,0,176,0
1249,14537,115.11,Wrong Item,2,1,17,0
1116,12335,108.28,Damaged,2,0,75,0
1865,14321,135.67,Damaged,3,0,2,0
1511,12985,28.56,Damaged,1,0,56,0
1739,10559,81.33,Not Needed,5,0,133,0
1577,10713,59.19,Not Needed,2,0,68,0
1334,14593,43.47,Not Needed,3,1,30,0
1417,13988,76.94,Not Needed,1,0,7,0
1931,16203,65.57,Not Needed,2,0,9,0
1773,10256,135.83,No Reason,2,0,2,0
1294,18768,102.75,Wrong Item,1,0,11,0
1937,10037,39.7,Wrong Item,1,0,91,0
1754,18652,109.42,Not Needed,1,0,105,0
1370,19632,69.63,Not Needed,1,0,93,0
1185,11832,101.87,No Reason,3,0,18,0
1245,17600,111.81,Not Needed,2,0,148,0
1636,15167,77.49,No Reason,3,0,13,0
1267,10432,106.52,No Reason,3,0,102,0
1642,14151,112.06,Damaged,5,1,74,1
1236,16411,95.07,Damaged,4,0,28,0
1529,11751,78.41,Not Needed,1,0,113,0
1551,14997,100.09,No Reason,2,0,6,0
1020,15720,95.82,Not Needed,2,0,48,0
1910,17616,109.5,Damaged,3,0,6,0
1736,10256,92.09,Damaged,3,0,141,0
1866,10671,64.24,Damaged,3,0,15,0
1793,10489,94.93,Damaged,0,0,98,0
1519,16889,109.8,Damaged,1,1,143,0
1099,12096,105.55,Not Needed,2,0,84,0
1751,11682,96.67,Not Needed,4,0,140,0
1477,12460,85.4,Damaged,1,0,81,0
1598,14529,83.85,Not Needed,4,1,156,0
1297,15121,86.96,Damaged,4,0,72,0
1939,11975,132.28,Damaged,3,0,121,0
1525,13216,71.56,Damaged,2,1,124,0
1333,19581,102.73,Not Needed,2,0,60,0
