user_id,event_type,timestamp,device,source,user_segment,utm_medium,campaign
U0122,ad_click,2025-07-22 13:27:51,mobile,instagram,Returning User,referral,clearance
U0122,product_view,2025-07-22 13:29:51,mobile,instagram,Returning User,referral,clearance
U0122,cart_add,2025-07-22 13:31:51,mobile,instagram,Returning User,referral,clearance
U0122,checkout,2025-07-22 13:33:51,mobile,instagram,Returning User,referral,clearance
U0123,ad_click,2025-07-22 10:19:54,mobile,google,At Risk,cpc,retarget
U0123,product_view,2025-07-22 10:21:54,mobile,google,At Risk,cpc,retarget
U0123,cart_add,2025-07-22 10:25:54,mobile,google,At Risk,cpc,retarget
U0124,ad_click,2025-07-22 08:15:34,tablet,google,Returning User,cpc,retarget
U0124,product_view,2025-07-22 08:17:34,tablet,google,Returning User,cpc,retarget
U0124,cart_add,2025-07-22 08:19:34,tablet,google,Returning User,cpc,retarget
U0124,checkout,2025-07-22 08:21:34,tablet,google,Returning User,cpc,retarget
U0125,ad_click,2025-07-22 11:31:12,tablet,linkedin,High Value,email,new-launch
U0125,product_view,2025-07-22 11:33:12,tablet,linkedin,High Value,email,new-launch
U0125,cart_add,2025-07-22 11:35:12,tablet,linkedin,High Value,email,new-launch
U0126,ad_click,2025-07-22 20:00:40,mobile,google,High Value,cpc,retarget
U0126,product_view,2025-07-22 20:03:40,mobile,google,High Value,cpc,retarget
U0126,cart_add,2025-07-22 20:02:40,mobile,google,High Value,cpc,retarget
U0126,checkout,2025-07-22 20:06:40,mobile,google,High Value,cpc,retarget
U0127,ad_click,2025-07-22 17:32:19,tablet,instagram,New User,referral,new-launch
U0127,product_view,2025-07-22 17:35:19,tablet,instagram,New User,referral,new-launch
U0127,cart_add,2025-07-22 17:38:19,tablet,instagram,New User,referral,new-launch
U0127,checkout,2025-07-22 17:38:19,tablet,instagram,New User,referral,new-launch
U0128,ad_click,2025-07-22 18:45:29,desktop,google,New User,email,prime-deal
U0128,product_view,2025-07-22 18:46:29,desktop,google,New User,email,prime-deal
U0128,cart_add,2025-07-22 18:47:29,desktop,google,New User,email,prime-deal
U0129,ad_click,2025-07-22 14:14:41,mobile,instagram,New User,referral,prime-deal
U0129,product_view,2025-07-22 14:16:41,mobile,instagram,New User,referral,prime-deal
U0129,cart_add,2025-07-22 14:18:41,mobile,instagram,New User,referral,prime-deal
U0129,checkout,2025-07-22 14:23:41,mobile,instagram,New User,referral,prime-deal
U0130,ad_click,2025-07-22 17:43:52,tablet,google,New User,organic,retarget
U0130,product_view,2025-07-22 17:44:52,tablet,google,New User,organic,retarget
U0130,cart_add,2025-07-22 17:49:52,tablet,google,New User,organic,retarget
U0131,ad_click,2025-07-22 09:42:40,tablet,google,Returning User,organic,prime-deal
U0131,product_view,2025-07-22 09:45:40,tablet,google,Returning User,organic,prime-deal
U0131,cart_add,2025-07-22 09:44:40,tablet,google,Returning User,organic,prime-deal
U0132,ad_click,2025-07-22 16:36:07,mobile,google,New User,email,new-launch
U0132,product_view,2025-07-22 16:39:07,mobile,google,New User,email,new-launch
U0132,cart_add,2025-07-22 16:42:07,mobile,google,New User,email,new-launch
U0132,checkout,2025-07-22 16:39:07,mobile,google,New User,email,new-launch
U0133,ad_click,2025-07-22 19:46:24,desktop,instagram,At Risk,cpc,new-launch
U0135,ad_click,2025-07-22 18:42:01,mobile,twitter,At Risk,cpc,new-launch
U0135,product_view,2025-07-22 18:44:01,mobile,twitter,At Risk,cpc,new-launch
U0135,cart_add,2025-07-22 18:44:01,mobile,twitter,At Risk,cpc,new-launch
U0135,checkout,2025-07-22 18:48:01,mobile,twitter,At Risk,cpc,new-launch
U0136,ad_click,2025-07-22 14:05:12,tablet,facebook,High Value,cpc,prime-deal
U0137,ad_click,2025-07-22 08:44:20,tablet,facebook,At Risk,referral,prime-deal
U0137,product_view,2025-07-22 08:45:20,tablet,facebook,At Risk,referral,prime-deal
U0137,cart_add,2025-07-22 08:46:20,tablet,facebook,At Risk,referral,prime-deal
U0138,ad_click,2025-07-22 15:54:14,tablet,facebook,At Risk,referral,prime-deal
U0138,product_view,2025-07-22 15:55:14,tablet,facebook,At Risk,referral,prime-deal
U0138,cart_add,2025-07-22 16:00:14,tablet,facebook,At Risk,referral,prime-deal
U0138,checkout,2025-07-22 15:57:14,tablet,facebook,At Risk,referral,prime-deal
U0140,ad_click,2025-07-22 13:06:02,tablet,google,At Risk,email,clearance
U0140,product_view,2025-07-22 13:07:02,tablet,google,At Risk,email,clearance
U0140,cart_add,2025-07-22 13:08:02,tablet,google,At Risk,email,clearance
U0140,checkout,2025-07-22 13:09:02,tablet,google,At Risk,email,clearance
U0141,ad_click,2025-07-22 16:02:45,mobile,instagram,High Value,cpc,retarget
U0141,product_view,2025-07-22 16:05:45,mobile,instagram,High Value,cpc,retarget
U0142,ad_click,2025-07-22 11:49:20,mobile,facebook,Returning User,referral,retarget
U0142,product_view,2025-07-22 11:50:20,mobile,facebook,Returning User,referral,retarget
U0142,cart_add,2025-07-22 11:51:20,mobile,facebook,Returning User,referral,retarget
U0142,checkout,2025-07-22 11:55:20,mobile,facebook,Returning User,referral,retarget
U0143,ad_click,2025-07-22 19:34:43,tablet,instagram,Returning User,referral,clearance
U0143,product_view,2025-07-22 19:37:43,tablet,instagram,Returning User,referral,clearance
U0143,cart_add,2025-07-22 19:40:43,tablet,instagram,Returning User,referral,clearance
U0144,ad_click,2025-07-22 16:37:57,desktop,facebook,High Value,cpc,clearance
U0144,product_view,2025-07-22 16:38:57,desktop,facebook,High Value,cpc,clearance
U0144,cart_add,2025-07-22 16:43:57,desktop,facebook,High Value,cpc,clearance
U0145,ad_click,2025-07-22 19:54:31,mobile,twitter,At Risk,organic,clearance
U0145,product_view,2025-07-22 19:56:31,mobile,twitter,At Risk,organic,clearance
U0145,cart_add,2025-07-22 19:56:31,mobile,twitter,At Risk,organic,clearance
U0145,checkout,2025-07-22 20:03:31,mobile,twitter,At Risk,organic,clearance
U0146,ad_click,2025-07-22 09:38:27,tablet,facebook,New User,cpc,retarget
U0146,product_view,2025-07-22 09:40:27,tablet,facebook,New User,cpc,retarget
U0146,cart_add,2025-07-22 09:40:27,tablet,facebook,New User,cpc,retarget
U0146,checkout,2025-07-22 09:41:27,tablet,facebook,New User,cpc,retarget
U0147,ad_click,2025-07-22 17:39:59,mobile,facebook,Returning User,cpc,prime-deal
U0147,product_view,2025-07-22 17:40:59,mobile,facebook,Returning User,cpc,prime-deal
U0147,cart_add,2025-07-22 17:43:59,mobile,facebook,Returning User,cpc,prime-deal
U0147,checkout,2025-07-22 17:48:59,mobile,facebook,Returning User,cpc,prime-deal
U0148,ad_click,2025-07-22 13:58:02,tablet,twitter,New User,organic,retarget
U0148,product_view,2025-07-22 13:59:02,tablet,twitter,New User,organic,retarget
U0148,cart_add,2025-07-22 14:02:02,tablet,twitter,New User,organic,retarget
U0148,checkout,2025-07-22 14:04:02,tablet,twitter,New User,organic,retarget
U0149,ad_click,2025-07-22 12:28:42,desktop,google,Returning User,email,clearance
U0149,product_view,2025-07-22 12:30:42,desktop,google,Returning User,email,clearance
U0150,ad_click,2025-07-22 16:57:45,desktop,twitter,High Value,organic,clearance
U0150,product_view,2025-07-22 17:00:45,desktop,twitter,High Value,organic,clearance
U0150,cart_add,2025-07-22 16:59:45,desktop,twitter,High Value,organic,clearance
U0150,checkout,2025-07-22 17:00:45,desktop,twitter,High Value,organic,clearance
U0152,ad_click,2025-07-22 09:20:00,desktop,google,At Risk,email,retarget
U0152,product_view,2025-07-22 09:22:00,desktop,google,At Risk,email,retarget
U0152,cart_add,2025-07-22 09:22:00,desktop,google,At Risk,email,retarget
U0152,checkout,2025-07-22 09:26:00,desktop,google,At Risk,email,retarget
U0153,ad_click,2025-07-22 17:21:53,tablet,google,High Value,cpc,prime-deal
U0153,product_view,2025-07-22 17:22:53,tablet,google,High Value,cpc,prime-deal
U0153,cart_add,2025-07-22 17:25:53,tablet,google,High Value,cpc,prime-deal
U0153,checkout,2025-07-22 17:27:53,tablet,google,High Value,cpc,prime-deal
U0154,ad_click,2025-07-22 10:29:13,desktop,google,Returning User,cpc,retarget
U0154,product_view,2025-07-22 10:32:13,desktop,google,Returning User,cpc,retarget
U0154,cart_add,2025-07-22 10:31:13,desktop,google,Returning User,cpc,retarget
U0154,checkout,2025-07-22 10:32:13,desktop,google,Returning User,cpc,retarget
U0156,ad_click,2025-07-22 17:00:57,mobile,google,Returning User,cpc,prime-deal
U0156,product_view,2025-07-22 17:03:57,mobile,google,Returning User,cpc,prime-deal
U0156,cart_add,2025-07-22 17:02:57,mobile,google,Returning User,cpc,prime-deal
U0156,checkout,2025-07-22 17:09:57,mobile,google,Returning User,cpc,prime-deal
U0157,ad_click,2025-07-22 12:49:04,mobile,instagram,At Risk,cpc,clearance
U0157,product_view,2025-07-22 12:52:04,mobile,instagram,At Risk,cpc,clearance
U0157,cart_add,2025-07-22 12:53:04,mobile,instagram,At Risk,cpc,clearance
U0158,ad_click,2025-07-22 14:50:48,desktop,instagram,New User,organic,retarget
U0158,product_view,2025-07-22 14:52:48,desktop,instagram,New User,organic,retarget
U0158,cart_add,2025-07-22 14:52:48,desktop,instagram,New User,organic,retarget
U0158,checkout,2025-07-22 14:56:48,desktop,instagram,New User,organic,retarget
U0159,ad_click,2025-07-22 17:12:49,tablet,linkedin,New User,referral,prime-deal
U0159,product_view,2025-07-22 17:13:49,tablet,linkedin,New User,referral,prime-deal
U0159,cart_add,2025-07-22 17:18:49,tablet,linkedin,New User,referral,prime-deal
U0159,checkout,2025-07-22 17:15:49,tablet,linkedin,New User,referral,prime-deal
U0160,ad_click,2025-07-22 17:49:18,desktop,google,High Value,email,clearance
U0160,product_view,2025-07-22 17:51:18,desktop,google,High Value,email,clearance
U0161,ad_click,2025-07-22 18:34:15,tablet,facebook,High Value,cpc,prime-deal
U0161,product_view,2025-07-22 18:36:15,tablet,facebook,High Value,cpc,prime-deal
U0161,cart_add,2025-07-22 18:40:15,tablet,facebook,High Value,cpc,prime-deal
U0161,checkout,2025-07-22 18:40:15,tablet,facebook,High Value,cpc,prime-deal
U0163,ad_click,2025-07-22 14:00:41,desktop,instagram,High Value,email,clearance
U0163,product_view,2025-07-22 14:01:41,desktop,instagram,High Value,email,clearance
U0163,cart_add,2025-07-22 14:02:41,desktop,instagram,High Value,email,clearance
U0163,checkout,2025-07-22 14:09:41,desktop,instagram,High Value,email,clearance
U0165,ad_click,2025-07-22 12:08:34,mobile,facebook,High Value,email,clearance
U0165,product_view,2025-07-22 12:10:34,mobile,facebook,High Value,email,clearance
U0166,ad_click,2025-07-22 19:56:02,tablet,linkedin,At Risk,cpc,new-launch
U0166,product_view,2025-07-22 19:58:02,tablet,linkedin,At Risk,cpc,new-launch
U0166,cart_add,2025-07-22 20:00:02,tablet,linkedin,At Risk,cpc,new-launch
U0166,checkout,2025-07-22 20:02:02,tablet,linkedin,At Risk,cpc,new-launch
U0167,ad_click,2025-07-22 19:19:22,desktop,linkedin,Returning User,referral,clearance
U0167,product_view,2025-07-22 19:22:22,desktop,linkedin,Returning User,referral,clearance
U0167,cart_add,2025-07-22 19:21:22,desktop,linkedin,Returning User,referral,clearance
U0167,checkout,2025-07-22 19:22:22,desktop,linkedin,Returning User,referral,clearance
U0168,ad_click,2025-07-22 15:10:01,mobile,instagram,New User,organic,retarget
U0168,product_view,2025-07-22 15:13:01,mobile,instagram,New User,organic,retarget
U0168,cart_add,2025-07-22 15:12:01,mobile,instagram,New User,organic,retarget
U0168,checkout,2025-07-22 15:19:01,mobile,instagram,New User,organic,retarget
U0169,ad_click,2025-07-22 12:57:22,tablet,facebook,At Risk,cpc,clearance
U0169,product_view,2025-07-22 13:00:22,tablet,facebook,At Risk,cpc,clearance
U0169,cart_add,2025-07-22 13:03:22,tablet,facebook,At Risk,cpc,clearance
U0169,checkout,2025-07-22 13:00:22,tablet,facebook,At Risk,cpc,clearance
U0171,ad_click,2025-07-22 13:22:54,desktop,twitter,At Risk,cpc,clearance
U0171,product_view,2025-07-22 13:23:54,desktop,twitter,At Risk,cpc,clearance
U0171,cart_add,2025-07-22 13:26:54,desktop,twitter,At Risk,cpc,clearance
U0171,checkout,2025-07-22 13:28:54,desktop,twitter,At Risk,cpc,clearance
U0172,ad_click,2025-07-22 19:56:22,mobile,linkedin,Returning User,referral,prime-deal
U0172,product_view,2025-07-22 19:57:22,mobile,linkedin,Returning User,referral,prime-deal
U0173,ad_click,2025-07-22 11:56:48,mobile,twitter,Returning User,email,retarget
U0173,product_view,2025-07-22 11:58:48,mobile,twitter,Returning User,email,retarget
U0173,cart_add,2025-07-22 12:02:48,mobile,twitter,Returning User,email,retarget
U0173,checkout,2025-07-22 12:05:48,mobile,twitter,Returning User,email,retarget
U0174,ad_click,2025-07-22 15:25:02,desktop,google,At Risk,organic,new-launch
U0174,product_view,2025-07-22 15:28:02,desktop,google,At Risk,organic,new-launch
U0175,ad_click,2025-07-22 08:32:21,desktop,twitter,New User,email,prime-deal
U0175,product_view,2025-07-22 08:35:21,desktop,twitter,New User,email,prime-deal
U0175,cart_add,2025-07-22 08:34:21,desktop,twitter,New User,email,prime-deal
U0175,checkout,2025-07-22 08:41:21,desktop,twitter,New User,email,prime-deal
U0176,ad_click,2025-07-22 14:18:53,mobile,instagram,At Risk,organic,prime-deal
U0176,product_view,2025-07-22 14:19:53,mobile,instagram,At Risk,organic,prime-deal
U0176,cart_add,2025-07-22 14:22:53,mobile,instagram,At Risk,organic,prime-deal
U0178,ad_click,2025-07-22 13:35:33,mobile,twitter,New User,organic,prime-deal
U0178,product_view,2025-07-22 13:37:33,mobile,twitter,New User,organic,prime-deal
U0178,cart_add,2025-07-22 13:41:33,mobile,twitter,New User,organic,prime-deal
U0178,checkout,2025-07-22 13:38:33,mobile,twitter,New User,organic,prime-deal
U0179,ad_click,2025-07-22 17:06:54,mobile,twitter,New User,referral,clearance
U0180,ad_click,2025-07-22 16:26:19,desktop,facebook,High Value,email,retarget
U0180,product_view,2025-07-22 16:27:19,desktop,facebook,High Value,email,retarget
U0180,cart_add,2025-07-22 16:28:19,desktop,facebook,High Value,email,retarget
U0180,checkout,2025-07-22 16:29:19,desktop,facebook,High Value,email,retarget
U0183,ad_click,2025-07-22 09:06:31,desktop,twitter,High Value,cpc,clearance
U0184,ad_click,2025-07-22 19:00:12,tablet,google,Returning User,organic,retarget
U0184,product_view,2025-07-22 19:02:12,tablet,google,Returning User,organic,retarget
U0184,cart_add,2025-07-22 19:02:12,tablet,google,Returning User,organic,retarget
U0184,checkout,2025-07-22 19:03:12,tablet,google,Returning User,organic,retarget
U0185,ad_click,2025-07-22 19:57:42,desktop,instagram,At Risk,organic,new-launch
U0185,product_view,2025-07-22 19:58:42,desktop,instagram,At Risk,organic,new-launch
U0185,cart_add,2025-07-22 19:59:42,desktop,instagram,At Risk,organic,new-launch
U0185,checkout,2025-07-22 20:06:42,desktop,instagram,At Risk,organic,new-launch
U0187,ad_click,2025-07-22 09:39:44,desktop,instagram,Returning User,organic,retarget
U0187,product_view,2025-07-22 09:40:44,desktop,instagram,Returning User,organic,retarget
U0187,cart_add,2025-07-22 09:41:44,desktop,instagram,Returning User,organic,retarget
U0187,checkout,2025-07-22 09:42:44,desktop,instagram,Returning User,organic,retarget
U0188,ad_click,2025-07-22 11:14:05,desktop,twitter,Returning User,referral,clearance
U0188,product_view,2025-07-22 11:16:05,desktop,twitter,Returning User,referral,clearance
U0188,cart_add,2025-07-22 11:20:05,desktop,twitter,Returning User,referral,clearance
U0188,checkout,2025-07-22 11:20:05,desktop,twitter,Returning User,referral,clearance
U0189,ad_click,2025-07-22 14:47:52,desktop,twitter,At Risk,organic,prime-deal
U0189,product_view,2025-07-22 14:50:52,desktop,twitter,At Risk,organic,prime-deal
U0189,cart_add,2025-07-22 14:49:52,desktop,twitter,At Risk,organic,prime-deal
U0189,checkout,2025-07-22 14:56:52,desktop,twitter,At Risk,organic,prime-deal
U0190,ad_click,2025-07-22 12:06:19,mobile,twitter,At Risk,organic,retarget
U0191,ad_click,2025-07-22 15:20:17,desktop,google,Returning User,cpc,new-launch
U0191,product_view,2025-07-22 15:23:17,desktop,google,Returning User,cpc,new-launch
U0191,cart_add,2025-07-22 15:26:17,desktop,google,Returning User,cpc,new-launch
U0191,checkout,2025-07-22 15:29:17,desktop,google,Returning User,cpc,new-launch
U0192,ad_click,2025-07-22 09:36:39,desktop,facebook,At Risk,organic,new-launch
U0192,product_view,2025-07-22 09:37:39,desktop,facebook,At Risk,organic,new-launch
U0192,cart_add,2025-07-22 09:42:39,desktop,facebook,At Risk,organic,new-launch
U0192,checkout,2025-07-22 09:39:39,desktop,facebook,At Risk,organic,new-launch
U0193,ad_click,2025-07-22 17:50:38,tablet,google,New User,email,retarget
U0193,product_view,2025-07-22 17:53:38,tablet,google,New User,email,retarget
U0193,cart_add,2025-07-22 17:54:38,tablet,google,New User,email,retarget
U0193,checkout,2025-07-22 17:53:38,tablet,google,New User,email,retarget
U0194,ad_click,2025-07-22 20:06:37,desktop,twitter,High Value,cpc,prime-deal
U0194,product_view,2025-07-22 20:09:37,desktop,twitter,High Value,cpc,prime-deal
U0194,cart_add,2025-07-22 20:08:37,desktop,twitter,High Value,cpc,prime-deal
U0194,checkout,2025-07-22 20:12:37,desktop,twitter,High Value,cpc,prime-deal
U0197,ad_click,2025-07-22 12:03:05,tablet,instagram,Returning User,organic,new-launch
U0197,product_view,2025-07-22 12:04:05,tablet,instagram,Returning User,organic,new-launch
U0198,ad_click,2025-07-22 10:10:20,desktop,linkedin,High Value,referral,clearance
U0198,product_view,2025-07-22 10:12:20,desktop,linkedin,High Value,referral,clearance
U0198,cart_add,2025-07-22 10:12:20,desktop,linkedin,High Value,referral,clearance
U0198,checkout,2025-07-22 10:16:20,desktop,linkedin,High Value,referral,clearance
U0200,ad_click,2025-07-22 13:46:58,desktop,instagram,Returning User,email,prime-deal
U0200,product_view,2025-07-22 13:48:58,desktop,instagram,Returning User,email,prime-deal
U0200,cart_add,2025-07-22 13:52:58,desktop,instagram,Returning User,email,prime-deal
U0201,ad_click,2025-07-22 11:43:29,desktop,twitter,Returning User,cpc,prime-deal
U0201,product_view,2025-07-22 11:46:29,desktop,twitter,Returning User,cpc,prime-deal
U0201,cart_add,2025-07-22 11:45:29,desktop,twitter,Returning User,cpc,prime-deal
U0201,checkout,2025-07-22 11:46:29,desktop,twitter,Returning User,cpc,prime-deal
U0203,ad_click,2025-07-22 09:34:30,tablet,linkedin,New User,email,retarget
U0203,product_view,2025-07-22 09:37:30,tablet,linkedin,New User,email,retarget
U0203,cart_add,2025-07-22 09:40:30,tablet,linkedin,New User,email,retarget
U0203,checkout,2025-07-22 09:43:30,tablet,linkedin,New User,email,retarget
U0204,ad_click,2025-07-22 14:57:13,tablet,google,New User,referral,retarget
U0204,product_view,2025-07-22 14:59:13,tablet,google,New User,referral,retarget
U0205,ad_click,2025-07-22 20:02:51,desktop,instagram,High Value,referral,clearance
U0205,product_view,2025-07-22 20:03:51,desktop,instagram,High Value,referral,clearance
U0205,cart_add,2025-07-22 20:06:51,desktop,instagram,High Value,referral,clearance
U0207,ad_click,2025-07-22 10:26:17,tablet,linkedin,Returning User,organic,prime-deal
U0207,product_view,2025-07-22 10:27:17,tablet,linkedin,Returning User,organic,prime-deal
U0207,cart_add,2025-07-22 10:30:17,tablet,linkedin,Returning User,organic,prime-deal
U0207,checkout,2025-07-22 10:35:17,tablet,linkedin,Returning User,organic,prime-deal
U0208,ad_click,2025-07-22 20:49:24,mobile,linkedin,At Risk,referral,prime-deal
U0209,ad_click,2025-07-22 19:21:41,tablet,google,At Risk,email,new-launch
U0209,product_view,2025-07-22 19:24:41,tablet,google,At Risk,email,new-launch
U0209,cart_add,2025-07-22 19:27:41,tablet,google,At Risk,email,new-launch
U0209,checkout,2025-07-22 19:27:41,tablet,google,At Risk,email,new-launch
U0210,ad_click,2025-07-22 09:46:58,desktop,linkedin,High Value,organic,prime-deal
U0210,product_view,2025-07-22 09:48:58,desktop,linkedin,High Value,organic,prime-deal
U0210,cart_add,2025-07-22 09:48:58,desktop,linkedin,High Value,organic,prime-deal
U0210,checkout,2025-07-22 09:55:58,desktop,linkedin,High Value,organic,prime-deal
U0211,ad_click,2025-07-22 15:03:25,tablet,facebook,At Risk,email,prime-deal
U0211,product_view,2025-07-22 15:04:25,tablet,facebook,At Risk,email,prime-deal
U0211,cart_add,2025-07-22 15:05:25,tablet,facebook,At Risk,email,prime-deal
U0211,checkout,2025-07-22 15:06:25,tablet,facebook,At Risk,email,prime-deal
U0212,ad_click,2025-07-22 08:37:32,desktop,linkedin,New User,referral,retarget
U0212,product_view,2025-07-22 08:38:32,desktop,linkedin,New User,referral,retarget
U0212,cart_add,2025-07-22 08:39:32,desktop,linkedin,New User,referral,retarget
U0212,checkout,2025-07-22 08:46:32,desktop,linkedin,New User,referral,retarget
U0213,ad_click,2025-07-22 09:28:15,mobile,linkedin,At Risk,referral,prime-deal
U0213,product_view,2025-07-22 09:30:15,mobile,linkedin,At Risk,referral,prime-deal
U0214,ad_click,2025-07-22 13:05:06,mobile,twitter,New User,referral,clearance
U0214,product_view,2025-07-22 13:08:06,mobile,twitter,New User,referral,clearance
U0214,cart_add,2025-07-22 13:09:06,mobile,twitter,New User,referral,clearance
U0216,ad_click,2025-07-22 20:12:26,desktop,facebook,High Value,email,clearance
U0216,product_view,2025-07-22 20:14:26,desktop,facebook,High Value,email,clearance
U0216,cart_add,2025-07-22 20:16:26,desktop,facebook,High Value,email,clearance
U0216,checkout,2025-07-22 20:21:26,desktop,facebook,High Value,email,clearance
U0217,ad_click,2025-07-22 13:21:46,desktop,instagram,At Risk,referral,prime-deal
U0218,ad_click,2025-07-22 10:02:47,desktop,instagram,Returning User,referral,clearance
U0218,product_view,2025-07-22 10:04:47,desktop,instagram,Returning User,referral,clearance
U0218,cart_add,2025-07-22 10:08:47,desktop,instagram,Returning User,referral,clearance
U0218,checkout,2025-07-22 10:05:47,desktop,instagram,Returning User,referral,clearance
U0219,ad_click,2025-07-22 19:46:29,tablet,instagram,At Risk,organic,clearance
U0219,product_view,2025-07-22 19:49:29,tablet,instagram,At Risk,organic,clearance
U0219,cart_add,2025-07-22 19:48:29,tablet,instagram,At Risk,organic,clearance
U0220,ad_click,2025-07-22 18:16:38,mobile,google,New User,referral,retarget
U0220,product_view,2025-07-22 18:17:38,mobile,google,New User,referral,retarget
U0220,cart_add,2025-07-22 18:20:38,mobile,google,New User,referral,retarget
U0221,ad_click,2025-07-22 17:01:02,desktop,facebook,High Value,organic,retarget
U0221,product_view,2025-07-22 17:02:02,desktop,facebook,High Value,organic,retarget
U0221,cart_add,2025-07-22 17:03:02,desktop,facebook,High Value,organic,retarget
U0221,checkout,2025-07-22 17:07:02,desktop,facebook,High Value,organic,retarget
U0223,ad_click,2025-07-22 17:09:50,mobile,instagram,New User,cpc,prime-deal
U0223,product_view,2025-07-22 17:12:50,mobile,instagram,New User,cpc,prime-deal
U0223,cart_add,2025-07-22 17:15:50,mobile,instagram,New User,cpc,prime-deal
U0223,checkout,2025-07-22 17:18:50,mobile,instagram,New User,cpc,prime-deal
U0224,ad_click,2025-07-22 10:37:08,tablet,instagram,At Risk,email,clearance
U0225,ad_click,2025-07-22 17:58:28,desktop,twitter,New User,organic,prime-deal
U0225,product_view,2025-07-22 18:00:28,desktop,twitter,New User,organic,prime-deal
U0225,cart_add,2025-07-22 18:04:28,desktop,twitter,New User,organic,prime-deal
U0225,checkout,2025-07-22 18:07:28,desktop,twitter,New User,organic,prime-deal
U0226,ad_click,2025-07-22 15:51:20,tablet,linkedin,At Risk,cpc,prime-deal
U0226,product_view,2025-07-22 15:53:20,tablet,linkedin,At Risk,cpc,prime-deal
U0226,cart_add,2025-07-22 15:57:20,tablet,linkedin,At Risk,cpc,prime-deal
U0226,checkout,2025-07-22 16:00:20,tablet,linkedin,At Risk,cpc,prime-deal
U0227,ad_click,2025-07-22 19:19:36,mobile,twitter,High Value,email,prime-deal
U0228,ad_click,2025-07-22 20:13:11,mobile,google,High Value,email,retarget
U0228,product_view,2025-07-22 20:16:11,mobile,google,High Value,email,retarget
U0228,cart_add,2025-07-22 20:19:11,mobile,google,High Value,email,retarget
U0228,checkout,2025-07-22 20:22:11,mobile,google,High Value,email,retarget
U0229,ad_click,2025-07-22 19:48:43,tablet,facebook,At Risk,email,prime-deal
U0229,product_view,2025-07-22 19:49:43,tablet,facebook,At Risk,email,prime-deal
U0229,cart_add,2025-07-22 19:52:43,tablet,facebook,At Risk,email,prime-deal
U0229,checkout,2025-07-22 19:51:43,tablet,facebook,At Risk,email,prime-deal
U0230,ad_click,2025-07-22 10:31:37,mobile,facebook,At Risk,organic,new-launch
U0230,product_view,2025-07-22 10:32:37,mobile,facebook,At Risk,organic,new-launch
U0230,cart_add,2025-07-22 10:33:37,mobile,facebook,At Risk,organic,new-launch
U0230,checkout,2025-07-22 10:34:37,mobile,facebook,At Risk,organic,new-launch
U0231,ad_click,2025-07-22 16:48:36,desktop,linkedin,At Risk,cpc,clearance
U0231,product_view,2025-07-22 16:51:36,desktop,linkedin,At Risk,cpc,clearance
U0231,cart_add,2025-07-22 16:52:36,desktop,linkedin,At Risk,cpc,clearance
U0231,checkout,2025-07-22 16:51:36,desktop,linkedin,At Risk,cpc,clearance
U0232,ad_click,2025-07-22 17:52:14,desktop,twitter,At Risk,organic,clearance
U0232,product_view,2025-07-22 17:53:14,desktop,twitter,At Risk,organic,clearance
U0232,cart_add,2025-07-22 17:58:14,desktop,twitter,At Risk,organic,clearance
U0232,checkout,2025-07-22 17:58:14,desktop,twitter,At Risk,organic,clearance
U0233,ad_click,2025-07-22 11:41:50,desktop,instagram,Returning User,email,new-launch
U0233,product_view,2025-07-22 11:42:50,desktop,instagram,Returning User,email,new-launch
U0234,ad_click,2025-07-22 16:04:20,tablet,facebook,Returning User,cpc,retarget
U0234,product_view,2025-07-22 16:06:20,tablet,facebook,Returning User,cpc,retarget
U0234,cart_add,2025-07-22 16:08:20,tablet,facebook,Returning User,cpc,retarget
U0234,checkout,2025-07-22 16:10:20,tablet,facebook,Returning User,cpc,retarget
U0235,ad_click,2025-07-22 20:40:30,desktop,twitter,At Risk,cpc,retarget
U0236,ad_click,2025-07-22 20:33:57,tablet,twitter,Returning User,organic,new-launch
U0236,product_view,2025-07-22 20:36:57,tablet,twitter,Returning User,organic,new-launch
U0236,cart_add,2025-07-22 20:35:57,tablet,twitter,Returning User,organic,new-launch
U0236,checkout,2025-07-22 20:42:57,tablet,twitter,Returning User,organic,new-launch
U0237,ad_click,2025-07-22 09:43:36,tablet,linkedin,Returning User,referral,clearance
U0237,product_view,2025-07-22 09:44:36,tablet,linkedin,Returning User,referral,clearance
U0237,cart_add,2025-07-22 09:49:36,tablet,linkedin,Returning User,referral,clearance
U0237,checkout,2025-07-22 09:46:36,tablet,linkedin,Returning User,referral,clearance
U0238,ad_click,2025-07-22 12:04:21,mobile,instagram,At Risk,cpc,clearance
U0238,product_view,2025-07-22 12:05:21,mobile,instagram,At Risk,cpc,clearance
U0238,cart_add,2025-07-22 12:08:21,mobile,instagram,At Risk,cpc,clearance
U0238,checkout,2025-07-22 12:13:21,mobile,instagram,At Risk,cpc,clearance
U0239,ad_click,2025-07-22 20:50:49,tablet,instagram,High Value,referral,retarget
U0239,product_view,2025-07-22 20:52:49,tablet,instagram,High Value,referral,retarget
U0239,cart_add,2025-07-22 20:52:49,tablet,instagram,High Value,referral,retarget
U0239,checkout,2025-07-22 20:59:49,tablet,instagram,High Value,referral,retarget
U0240,ad_click,2025-07-22 17:24:57,tablet,google,New User,referral,clearance
U0240,product_view,2025-07-22 17:26:57,tablet,google,New User,referral,clearance
