employee_id,avg_leadership_score,completed_mentorships,last_promotion_status,high_potential_flag,promotion_ready_flag
80695,2.33,1,promoted,no,no
80696,3.2266666666666666,0,not_promoted,no,no
80698,3.295,0,not_promoted,no,no
80700,3.526666666666667,0,not_promoted,yes,no
80704,3.342,4,not_promoted,no,yes
80705,3.1699999999999995,2,promoted,no,no
80707,1.25,2,promoted,no,no
80715,3.0766666666666667,2,promoted,no,no
80717,4.115,0,not_promoted,yes,no
80722,2.992,1,promoted,no,no
80723,3.025,1,promoted,no,no
80727,2.8633333333333333,1,not_promoted,no,no
80729,3.505,1,promoted,yes,no
80732,2.092,0,promoted,no,no
80734,2.62,1,not_promoted,no,no
80735,3.34,1,promoted,no,no
80737,1.37,1,promoted,no,no
80742,3.9,0,not_promoted,yes,no
80746,0.0,0,not_promoted,no,no
80750,3.49,1,promoted,no,no
80754,3.22,2,not_promoted,no,yes
80762,3.015,0,not_promoted,no,no
80766,2.8766666666666665,0,promoted,no,no
80769,1.34,1,promoted,no,no
80770,3.7475,3,not_promoted,yes,yes
80773,4.95,0,promoted,yes,no
80774,2.5025,0,promoted,no,no
80776,3.38,1,not_promoted,no,no
80783,2.8466666666666662,0,not_promoted,no,no
80784,3.5650000000000004,0,promoted,yes,no
80786,3.185,0,promoted,no,no
80793,2.165,0,unknown,no,no
80801,4.6,1,promoted,yes,no
80803,3.53,2,not_promoted,yes,yes
80809,2.6625,1,not_promoted,no,no
80814,2.58,0,promoted,no,no
80816,2.0933333333333333,2,promoted,no,no
80817,3.61,3,promoted,yes,no
80821,3.056,0,promoted,no,no
80823,2.1775,1,promoted,no,no
80826,3.075,1,not_promoted,no,no
80831,1.36,1,not_promoted,no,no
80837,1.9433333333333331,1,not_promoted,no,no
80838,3.0133333333333336,3,promoted,no,no
80842,3.925,1,unknown,yes,no
80846,0.0,0,promoted,no,no
80847,1.7375,3,not_promoted,no,yes
80848,3.433333333333333,0,not_promoted,no,no
80855,0.0,1,not_promoted,no,no
80857,2.8666666666666667,2,not_promoted,no,yes
80864,3.175,0,promoted,no,no
80867,3.786666666666666,1,not_promoted,yes,no
80873,2.76,2,not_promoted,no,yes
80878,0.0,0,promoted,no,no
80883,2.25,1,promoted,no,no
80889,3.8075,0,not_promoted,yes,no
80897,3.0475000000000003,0,unknown,no,no
80898,2.7325,0,not_promoted,no,no
80901,1.86,1,promoted,no,no
80906,0.0,1,promoted,no,no
80907,1.7,1,promoted,no,no
80908,2.6066666666666665,0,promoted,no,no
80920,3.155,0,promoted,no,no
80926,2.6225000000000005,1,promoted,no,no
80927,1.93,2,not_promoted,no,yes
80929,2.485,1,promoted,no,no
80930,2.055,1,promoted,no,no
80931,2.79,3,promoted,no,no
80934,3.35,1,promoted,no,no
80937,1.655,0,promoted,no,no
80944,2.59,0,promoted,no,no
80949,2.74,2,not_promoted,no,yes
80955,4.32,1,not_promoted,yes,no
80956,2.81,2,not_promoted,no,yes
80963,0.0,0,promoted,no,no
80969,3.056666666666666,1,promoted,no,no
80970,0.0,1,not_promoted,no,no
80973,3.42,1,not_promoted,no,no
80977,3.2000000000000006,0,promoted,no,no
80979,2.4966666666666666,1,promoted,no,no
80981,3.97,2,promoted,yes,no
80984,1.98,0,promoted,no,no
80987,1.02,3,not_promoted,no,yes
80990,2.4633333333333334,0,unknown,no,no
80992,2.215,1,promoted,no,no
81000,3.56,1,not_promoted,yes,no
81002,3.845,0,not_promoted,yes,no
81010,1.9366666666666663,0,not_promoted,no,no
81011,1.49,1,promoted,no,no
81013,1.4966666666666668,1,promoted,no,no
81014,3.225,2,not_promoted,no,yes
81023,2.525,0,promoted,no,no
81029,1.48,0,promoted,no,no
81034,2.46,2,promoted,no,no
81036,3.75,2,promoted,yes,no
81044,4.503333333333333,1,unknown,yes,no
81045,2.775,1,not_promoted,no,no
81050,3.394,0,promoted,no,no
81053,3.3525,0,promoted,no,no
81055,1.755,1,promoted,no,no
81056,3.14,0,not_promoted,no,no
81057,2.8519999999999994,0,promoted,no,no
81060,2.703333333333333,1,promoted,no,no
81061,1.785,2,not_promoted,no,yes
81065,1.68,2,not_promoted,no,yes
81070,3.27,1,not_promoted,no,no
81082,2.4,1,not_promoted,no,no
81086,3.0700000000000003,0,not_promoted,no,no
81109,2.3866666666666667,0,not_promoted,no,no
81110,3.21,0,not_promoted,no,no
81112,4.18,1,not_promoted,yes,no
81126,2.83,1,not_promoted,no,no
81127,1.34,1,not_promoted,no,no
81129,1.61,0,promoted,no,no
81141,3.433333333333333,3,promoted,no,no
81144,2.986666666666667,2,promoted,no,no
81151,3.555,1,not_promoted,yes,no
81153,3.825,2,promoted,yes,no
81157,2.6380000000000003,2,not_promoted,no,yes
81163,3.085,2,promoted,no,no
81171,2.49,1,not_promoted,no,no
81175,2.59,1,not_promoted,no,no
81192,2.56,1,promoted,no,no
81193,3.1450000000000005,3,promoted,no,no
81194,2.865,1,promoted,no,no
81195,1.5766666666666669,0,not_promoted,no,no
81197,2.815,0,promoted,no,no
81198,2.55,0,not_promoted,no,no
81200,2.466,2,promoted,no,no
81202,2.935,0,not_promoted,no,no
81205,2.455,0,not_promoted,no,no
81209,3.715,1,not_promoted,yes,no
81210,1.03,0,promoted,no,no
81231,2.56,1,promoted,no,no
81232,3.12,0,not_promoted,no,no
81235,3.36,1,promoted,no,no
81238,3.205,0,not_promoted,no,no
81241,3.441666666666667,1,not_promoted,no,no
81243,3.86,0,promoted,yes,no
81246,3.54,0,not_promoted,yes,no
81259,2.565,0,not_promoted,no,no
81261,0.0,0,promoted,no,no
81265,1.626666666666667,0,promoted,no,no
81266,4.22,2,promoted,yes,no
81272,3.704,1,promoted,yes,no
81275,3.535,1,not_promoted,yes,no
81277,2.87,0,not_promoted,no,no
81279,3.875,1,promoted,yes,no
81283,3.415,1,promoted,no,no
81306,0.0,1,promoted,no,no
81310,3.4066666666666667,0,not_promoted,no,no
81312,3.975,1,promoted,yes,no
81320,3.4500000000000006,0,not_promoted,no,no
81321,3.204,1,promoted,no,no
81322,1.7600000000000002,2,not_promoted,no,yes
81328,4.29,1,unknown,yes,no
81330,2.1016666666666666,2,not_promoted,no,yes
81331,3.47,2,not_promoted,no,yes
81333,2.87,0,promoted,no,no
81337,2.99,1,promoted,no,no
81346,2.3966666666666665,0,not_promoted,no,no
81351,3.5840000000000005,0,promoted,yes,no
81357,4.41,0,unknown,yes,no
81358,2.7,1,promoted,no,no
81367,4.83,1,not_promoted,yes,no
81369,2.94,0,not_promoted,no,no
81374,2.94,2,promoted,no,no
81378,4.67,1,not_promoted,yes,no
81379,2.035,1,promoted,no,no
81385,3.31,0,not_promoted,no,no
81386,4.0633333333333335,2,not_promoted,yes,yes
81391,0.0,0,promoted,no,no
81392,3.01,3,not_promoted,no,yes
81394,1.903333333333333,0,promoted,no,no
81405,1.346666666666667,2,promoted,no,no
81406,3.39,0,promoted,no,no
81407,2.216666666666667,0,not_promoted,no,no
81412,4.43,0,not_promoted,yes,no
81414,2.2033333333333336,1,not_promoted,no,no
81416,2.62,1,promoted,no,no
81418,3.1733333333333333,2,promoted,no,no
81425,4.003333333333333,1,unknown,yes,no
81428,1.1,0,promoted,no,no
81437,4.43,1,promoted,yes,no
81440,2.9375,2,not_promoted,no,yes
81447,2.856666666666667,1,not_promoted,no,no
81450,3.56,3,unknown,yes,yes
81456,3.02,1,not_promoted,no,no
81457,3.1049999999999995,1,not_promoted,no,no
81458,3.0,1,unknown,no,no
81474,3.34,3,promoted,no,no
81481,2.39,1,promoted,no,no
81490,2.555,1,promoted,no,no
81493,2.97,0,promoted,no,no
81496,3.6366666666666663,1,promoted,yes,no
81498,2.9,0,promoted,no,no
81505,2.236666666666667,2,unknown,no,yes
81506,3.075,1,promoted,no,no
81535,2.765,0,not_promoted,no,no
81541,3.37,1,promoted,no,no
81546,2.515,1,not_promoted,no,no
81551,3.04,1,not_promoted,no,no
81556,2.603333333333333,0,promoted,no,no
81558,2.845714285714286,1,promoted,no,no
81561,3.205,1,not_promoted,no,no
81562,1.47,1,not_promoted,no,no
81564,2.3200000000000003,3,not_promoted,no,yes
81566,2.322,2,not_promoted,no,yes
81568,3.145,0,not_promoted,no,no
81569,2.246,0,promoted,no,no
81571,2.563333333333333,0,promoted,no,no
81575,1.85,0,promoted,no,no
81578,2.015,0,not_promoted,no,no
81589,1.645,1,promoted,no,no
81590,3.13,0,not_promoted,no,no
81595,3.723333333333333,0,not_promoted,yes,no
81600,4.52,1,not_promoted,yes,no
81605,2.33,0,not_promoted,no,no
81615,0.0,0,not_promoted,no,no
81619,2.936666666666667,0,not_promoted,no,no
81628,3.0700000000000003,2,promoted,no,no
81629,3.543333333333333,1,promoted,yes,no
81630,3.605,0,promoted,yes,no
81642,2.6225,2,promoted,no,no
81645,1.5,2,not_promoted,no,yes
81648,2.5450000000000004,1,promoted,no,no
81649,2.925,3,promoted,no,no
81651,3.065,1,promoted,no,no
81654,2.865,0,not_promoted,no,no
81655,2.64,2,not_promoted,no,yes
81659,2.2575,2,not_promoted,no,yes
81662,2.786,0,promoted,no,no
81665,4.505,4,unknown,yes,yes
81667,3.0500000000000003,0,not_promoted,no,no
81677,3.4250000000000003,0,not_promoted,no,no
81678,1.04,2,promoted,no,no
81685,4.416666666666666,1,not_promoted,yes,no
81687,4.54,0,not_promoted,yes,no
81689,3.015,1,not_promoted,no,no
81694,3.015,1,promoted,no,no
81695,4.95,1,promoted,yes,no
81699,3.32,1,promoted,no,no
81705,3.4500000000000006,0,not_promoted,no,no
81708,3.136,2,promoted,no,no
81711,3.08,2,promoted,no,no
81713,3.26,0,not_promoted,no,no
81718,2.88,0,not_promoted,no,no
81727,3.856666666666667,0,not_promoted,yes,no
81730,2.06,1,promoted,no,no
81739,2.11,2,promoted,no,no
81742,2.4766666666666666,0,promoted,no,no
81759,2.58,1,unknown,no,no
81761,2.7225,2,promoted,no,no
81768,4.73,3,promoted,yes,no
81770,2.356666666666667,0,promoted,no,no
81778,2.795,0,not_promoted,no,no
81780,2.733333333333333,2,not_promoted,no,yes
81781,3.69,1,not_promoted,yes,no
81794,2.315,2,not_promoted,no,yes
81795,2.97,2,not_promoted,no,yes
81810,2.3125,1,not_promoted,no,no
81813,0.0,0,not_promoted,no,no
81816,2.995,0,not_promoted,no,no
81822,3.4266666666666663,0,not_promoted,no,no
81828,3.892,0,promoted,yes,no
81832,2.6300000000000003,0,not_promoted,no,no
81849,3.4166666666666665,2,not_promoted,no,yes
81856,2.5025,0,promoted,no,no
81859,2.7675,2,promoted,no,no
81861,2.126,0,not_promoted,no,no
81867,1.98,3,not_promoted,no,yes
81875,3.02,1,promoted,no,no
81880,2.914,0,promoted,no,no
81884,4.033333333333334,1,promoted,yes,no
81892,2.795,1,promoted,no,no
81894,4.17,1,promoted,yes,no
81897,1.25,2,not_promoted,no,yes
81900,2.0733333333333333,1,promoted,no,no
81908,1.355,1,not_promoted,no,no
81911,3.885,0,not_promoted,yes,no
81917,2.9650000000000003,0,not_promoted,no,no
81918,1.41,0,promoted,no,no
81921,4.43,2,promoted,yes,no
81923,3.495,0,promoted,no,no
81927,0.0,0,promoted,no,no
81939,3.98,0,promoted,yes,no
81941,3.026666666666667,0,promoted,no,no
81949,2.7725,2,promoted,no,no
81955,0.0,2,not_promoted,no,yes
81956,3.26,2,promoted,no,no
81957,1.56,1,promoted,no,no
81958,2.87,3,not_promoted,no,yes
81959,4.385,1,promoted,yes,no
81961,2.25,1,not_promoted,no,no
81962,0.0,1,promoted,no,no
81969,2.94,1,promoted,no,no
81973,4.84,1,unknown,yes,no
81975,2.568,0,promoted,no,no
81977,3.3075,1,promoted,no,no
81990,3.2700000000000005,0,promoted,no,no
81995,2.7925000000000004,2,not_promoted,no,yes
82003,4.36,0,unknown,yes,no
82004,3.5625,1,promoted,yes,no
82005,2.71625,0,not_promoted,no,no
82007,4.01,1,not_promoted,yes,no
82015,0.0,1,not_promoted,no,no
82029,2.3240000000000003,0,not_promoted,no,no
82040,3.638,1,promoted,yes,no
82044,1.7,0,promoted,no,no
82046,2.56,2,not_promoted,no,yes
82048,0.0,3,not_promoted,no,yes
82051,4.045,2,not_promoted,yes,yes
82054,2.915,1,not_promoted,no,no
82059,1.53,0,not_promoted,no,no
82066,2.676,0,not_promoted,no,no
82069,2.895,0,not_promoted,no,no
82070,4.155,1,not_promoted,yes,no
82075,3.212,0,not_promoted,no,no
82077,2.4675,0,promoted,no,no
82081,4.3966666666666665,0,not_promoted,yes,no
82087,3.3475,1,not_promoted,no,no
82092,3.5400000000000005,0,not_promoted,yes,no
82095,3.63,2,promoted,yes,no
82097,1.745,2,promoted,no,no
82103,1.765,0,not_promoted,no,no
82104,0.0,0,promoted,no,no
82106,2.27,1,promoted,no,no
82121,2.8575,1,not_promoted,no,no
82123,3.498,4,not_promoted,no,yes
82124,2.2533333333333334,2,promoted,no,no
82127,0.0,1,promoted,no,no
82136,3.1475,1,promoted,no,no
82137,2.4675,1,not_promoted,no,no
82139,2.9766666666666666,1,promoted,no,no
82140,2.84,0,not_promoted,no,no
82142,2.172,0,unknown,no,no
82143,3.215,0,not_promoted,no,no
82147,1.24,0,promoted,no,no
82148,2.418,2,not_promoted,no,yes
82149,3.28,0,not_promoted,no,no
82153,2.06,0,not_promoted,no,no
82165,4.63,0,promoted,yes,no
82168,2.385,0,promoted,no,no
82173,3.745,2,not_promoted,yes,yes
82174,3.625,1,promoted,yes,no
82176,2.92,2,promoted,no,no
82177,1.9233333333333336,1,not_promoted,no,no
82179,0.0,1,promoted,no,no
82190,1.765,1,not_promoted,no,no
82194,3.706,0,promoted,yes,no
82204,3.86,1,not_promoted,yes,no
82210,2.35,2,promoted,no,no
82214,3.758,2,promoted,yes,no
82226,3.32,2,promoted,no,no
82227,3.88,1,promoted,yes,no
82229,0.0,1,promoted,no,no
82233,3.306666666666666,1,not_promoted,no,no
82235,3.3866666666666667,1,not_promoted,no,no
82243,3.56,1,not_promoted,yes,no
82251,0.0,1,promoted,no,no
82258,2.92,1,promoted,no,no
82259,3.65,1,not_promoted,yes,no
82261,1.845,2,promoted,no,no
82267,2.716,1,promoted,no,no
82271,4.03,1,promoted,yes,no
82276,2.29,2,promoted,no,no
82281,3.87,0,promoted,yes,no
82284,3.32,2,not_promoted,no,yes
82285,2.61,0,promoted,no,no
82291,2.583333333333333,2,promoted,no,no
82292,4.359999999999999,0,promoted,yes,no
82293,1.845,0,not_promoted,no,no
82294,3.5825,0,not_promoted,yes,no
82313,3.92,1,promoted,yes,no
82317,4.52,0,promoted,yes,no
82321,3.99,0,promoted,yes,no
82325,2.2225,1,not_promoted,no,no
82326,3.045,2,promoted,no,no
82328,1.79,0,promoted,no,no
82333,2.61,1,promoted,no,no
82336,3.42,2,promoted,no,no
82337,2.07,1,promoted,no,no
82347,2.0766666666666667,2,promoted,no,no
82348,3.4725,1,not_promoted,no,no
82351,3.36,0,not_promoted,no,no
82353,3.71,1,promoted,yes,no
82355,4.220000000000001,0,promoted,yes,no
82361,3.05,0,promoted,no,no
82368,2.5875,1,promoted,no,no
82369,3.02,0,promoted,no,no
82370,2.5625,1,not_promoted,no,no
82379,0.0,2,not_promoted,no,yes
82385,2.26,0,not_promoted,no,no
82387,1.78,2,promoted,no,no
82393,2.9333333333333336,0,not_promoted,no,no
82403,3.5700000000000003,2,promoted,yes,no
82404,3.19,2,promoted,no,no
82405,3.805,0,not_promoted,yes,no
82407,3.59,1,promoted,yes,no
82409,1.84,0,promoted,no,no
82414,3.546666666666667,1,not_promoted,yes,no
82416,3.318,0,not_promoted,no,no
82418,2.8275,0,promoted,no,no
82420,2.636,1,not_promoted,no,no
82422,2.11,0,promoted,no,no
82428,3.31,0,promoted,no,no
82429,3.558,1,promoted,yes,no
82432,2.967142857142857,1,promoted,no,no
82435,3.4075,0,promoted,no,no
82445,4.89,0,not_promoted,yes,no
82449,2.8633333333333333,1,not_promoted,no,no
82457,3.585,0,not_promoted,yes,no
82468,3.02,1,promoted,no,no
82470,3.1950000000000003,0,promoted,no,no
82477,2.672,2,promoted,no,no
82480,2.6933333333333334,1,promoted,no,no
82490,0.0,0,promoted,no,no
82496,3.056666666666666,0,promoted,no,no
82513,2.3375000000000004,4,not_promoted,no,yes
82515,3.393333333333333,3,promoted,no,no
82517,3.4925,0,not_promoted,no,no
82518,3.705,3,not_promoted,yes,yes
82524,2.84125,1,promoted,no,no
82528,4.32,1,not_promoted,yes,no
82533,2.165,1,promoted,no,no
82534,2.0200000000000005,1,promoted,no,no
82542,2.03,4,not_promoted,no,yes
82549,3.0875,1,promoted,no,no
82552,1.44,1,promoted,no,no
82558,2.965,0,not_promoted,no,no
82562,3.05,0,promoted,no,no
82573,2.322,1,promoted,no,no
82575,3.756,2,not_promoted,yes,yes
82580,3.206666666666667,1,promoted,no,no
82585,2.5,0,promoted,no,no
82590,1.85,1,not_promoted,no,no
82591,1.68,1,promoted,no,no
82592,2.1166666666666667,3,promoted,no,no
82595,3.425,0,not_promoted,no,no
82597,2.06,1,promoted,no,no
82599,0.0,2,promoted,no,no
82602,4.71,1,promoted,yes,no
82606,2.28,0,promoted,no,no
82609,2.2566666666666664,1,not_promoted,no,no
82611,2.2099999999999995,0,not_promoted,no,no
82615,2.485,0,promoted,no,no
82619,2.995,1,promoted,no,no
82622,2.93,1,not_promoted,no,no
82626,0.0,0,not_promoted,no,no
82630,3.752857142857143,0,promoted,yes,no
82631,2.935,2,promoted,no,no
82632,2.0033333333333334,3,not_promoted,no,yes
82634,2.75,4,not_promoted,no,yes
82639,3.453333333333333,0,not_promoted,no,no
82649,3.5333333333333337,1,promoted,yes,no
82652,3.36,2,not_promoted,no,yes
82656,3.0499999999999994,1,not_promoted,no,no
82659,2.07,0,not_promoted,no,no
82660,2.86,2,promoted,no,no
82663,2.15,1,promoted,no,no
82673,2.87,0,promoted,no,no
82677,3.62,1,not_promoted,yes,no
82683,2.73,0,promoted,no,no
82687,2.31,0,promoted,no,no
82688,2.34,1,promoted,no,no
82691,2.903333333333333,1,promoted,no,no
82692,3.77,0,promoted,yes,no
82693,0.0,1,not_promoted,no,no
82694,2.645,1,promoted,no,no
82702,3.79,0,not_promoted,yes,no
82705,2.8,0,promoted,no,no
82708,3.826666666666666,2,unknown,yes,yes
82714,3.69,1,unknown,yes,no
82716,3.05,0,promoted,no,no
82717,2.85,2,promoted,no,no
82723,1.01,0,promoted,no,no
82724,3.98,0,not_promoted,yes,no
82726,2.925,1,not_promoted,no,no
82727,2.8266666666666667,0,promoted,no,no
82740,1.945,2,promoted,no,no
82741,3.483333333333334,1,not_promoted,no,no
82743,1.96,1,promoted,no,no
82744,2.55,2,not_promoted,no,yes
82749,3.084285714285714,0,not_promoted,no,no
82752,2.3666666666666667,1,promoted,no,no
82755,4.11,3,not_promoted,yes,yes
82759,3.772,1,promoted,yes,no
82762,2.8666666666666667,0,unknown,no,no
82780,2.01,0,not_promoted,no,no
82786,1.72,1,not_promoted,no,no
82795,3.215,0,promoted,no,no
82799,2.803333333333333,0,not_promoted,no,no
82801,3.896666666666667,3,promoted,yes,no
82802,3.425,0,not_promoted,no,no
82807,3.0680000000000005,2,promoted,no,no
82808,4.25,2,promoted,yes,no
82809,2.1,0,promoted,no,no
82811,3.676,0,promoted,yes,no
82812,1.93,1,not_promoted,no,no
82816,2.695,3,not_promoted,no,yes
82821,3.31,2,not_promoted,no,yes
82827,4.39,1,not_promoted,yes,no
82828,3.3575,2,not_promoted,no,yes
82836,3.136,1,not_promoted,no,no
82841,2.8075,1,promoted,no,no
82842,2.972,0,promoted,no,no
82854,3.79,0,not_promoted,yes,no
82857,2.37,1,not_promoted,no,no
82861,1.8533333333333333,1,unknown,no,no
82863,3.264,2,not_promoted,no,yes
82864,1.07,2,not_promoted,no,yes
82865,2.5357142857142856,2,not_promoted,no,yes
82866,3.063333333333334,1,not_promoted,no,no
82867,2.0,0,not_promoted,no,no
82873,2.675,2,promoted,no,no
82878,0.0,1,not_promoted,no,no
82887,3.52,0,not_promoted,yes,no
82892,3.84,0,promoted,yes,no
82894,1.47,1,promoted,no,no
82895,3.68,0,promoted,yes,no
82898,3.7433333333333336,1,not_promoted,yes,no
82899,2.4775,2,promoted,no,no
82900,3.5666666666666664,1,not_promoted,yes,no
82903,2.83,0,promoted,no,no
82906,3.598,1,promoted,yes,no
82909,3.1933333333333334,1,not_promoted,no,no
82910,1.9433333333333336,1,promoted,no,no
82915,3.085,3,not_promoted,no,yes
82920,4.63,0,not_promoted,yes,no
82925,1.9933333333333332,0,promoted,no,no
82927,3.165,0,promoted,no,no
82932,4.66,0,promoted,yes,no
82937,0.0,1,not_promoted,no,no
82947,2.9937499999999995,0,unknown,no,no
82949,0.0,2,unknown,no,yes
82951,3.2,1,promoted,no,no
82953,3.92,1,promoted,yes,no
82962,1.43,0,not_promoted,no,no
82964,2.9174999999999995,2,promoted,no,no
82965,0.0,1,not_promoted,no,no
82968,1.83,0,promoted,no,no
82976,2.0,0,not_promoted,no,no
82978,2.5,1,promoted,no,no
82982,3.83,1,not_promoted,yes,no
82991,3.355,4,not_promoted,no,yes
82992,2.57375,1,promoted,no,no
83002,2.085,1,unknown,no,no
83005,3.52,1,not_promoted,yes,no
83006,2.625,1,promoted,no,no
83008,2.726,1,not_promoted,no,no
83010,3.5266666666666677,0,not_promoted,yes,no
83021,2.95,0,not_promoted,no,no
83022,4.047499999999999,0,not_promoted,yes,no
83038,3.55,0,unknown,yes,no
83045,3.606666666666667,2,unknown,yes,yes
83056,1.9725,0,unknown,no,no
83059,3.305,1,promoted,no,no
83064,3.306,1,promoted,no,no
83066,2.64,0,unknown,no,no
83070,2.523333333333333,1,not_promoted,no,no
83072,2.51,1,promoted,no,no
83074,3.385,0,not_promoted,no,no
83077,3.28,1,not_promoted,no,no
83078,3.4624999999999995,1,unknown,no,no
83081,3.383333333333333,0,promoted,no,no
83083,3.59,2,not_promoted,yes,yes
83085,3.763333333333333,2,promoted,yes,no
83090,2.2925,0,unknown,no,no
83093,3.59,1,not_promoted,yes,no
83096,3.583333333333333,1,promoted,yes,no
83098,4.3500000000000005,1,promoted,yes,no
83099,0.0,0,promoted,no,no
83100,3.48,0,not_promoted,no,no
83107,4.29,1,promoted,yes,no
83114,3.435,1,not_promoted,no,no
83115,3.265,1,unknown,no,no
83117,4.109999999999999,2,unknown,yes,yes
83118,0.0,1,not_promoted,no,no
83121,2.433333333333333,1,not_promoted,no,no
83127,3.31,1,not_promoted,no,no
83129,1.12,0,not_promoted,no,no
83136,3.2183333333333333,1,unknown,no,no
83142,3.2200000000000006,2,not_promoted,no,yes
83145,3.716666666666667,0,promoted,yes,no
83147,1.415,0,promoted,no,no
83153,2.7,1,promoted,no,no
83163,3.31,0,not_promoted,no,no
83167,1.903333333333333,0,not_promoted,no,no
83168,4.315,2,promoted,yes,no
83170,3.61,3,promoted,yes,no
83175,3.436666666666667,0,not_promoted,no,no
83177,2.645,0,not_promoted,no,no
83179,0.0,0,promoted,no,no
83180,0.0,2,not_promoted,no,yes
83181,2.8366666666666664,2,promoted,no,no
83183,2.075,0,promoted,no,no
83185,4.156666666666667,0,not_promoted,yes,no
83201,1.2,2,not_promoted,no,yes
83203,2.745,3,promoted,no,no
83204,4.4,0,promoted,yes,no
83206,1.73,2,promoted,no,no
83210,2.805,0,promoted,no,no
83213,2.575,1,promoted,no,no
83218,3.566,0,promoted,yes,no
83226,3.48,0,not_promoted,no,no
83229,1.7133333333333336,0,not_promoted,no,no
83230,3.77,0,not_promoted,yes,no
83231,2.97,1,promoted,no,no
83237,3.95,1,promoted,yes,no
83240,3.3633333333333333,0,promoted,no,no
83242,4.11,0,promoted,yes,no
83243,3.51,0,not_promoted,yes,no
83246,1.89,2,promoted,no,no
83252,3.618571428571428,0,not_promoted,yes,no
83253,2.375,0,promoted,no,no
83255,2.508,1,promoted,no,no
83256,3.688,2,promoted,yes,no
83261,2.47,0,not_promoted,no,no
83262,1.51,3,not_promoted,no,yes
83263,3.57,1,promoted,yes,no
83269,3.39,1,promoted,no,no
83270,2.04,2,not_promoted,no,yes
83274,0.0,0,not_promoted,no,no
83275,1.38,2,promoted,no,no
83282,0.0,0,promoted,no,no
83283,1.18,2,not_promoted,no,yes
83284,0.0,0,not_promoted,no,no
83285,1.255,2,not_promoted,no,yes
83287,3.1075,1,promoted,no,no
83290,3.373333333333333,2,promoted,no,no
83301,3.59,0,promoted,yes,no
83306,4.673333333333333,0,not_promoted,yes,no
83307,4.95,0,not_promoted,yes,no
83308,2.9633333333333334,2,unknown,no,yes
83311,3.855,0,not_promoted,yes,no
83313,3.0933333333333337,1,not_promoted,no,no
83318,2.34,1,not_promoted,no,no
83323,3.2,1,not_promoted,no,no
83338,1.87,1,not_promoted,no,no
83344,2.41,2,not_promoted,no,yes
83346,2.5175,0,promoted,no,no
83347,3.03,0,promoted,no,no
83350,2.803333333333333,0,not_promoted,no,no
83355,1.78,1,promoted,no,no
83358,2.4,2,not_promoted,no,yes
83361,2.66,2,not_promoted,no,yes
83367,4.835,1,not_promoted,yes,no
83371,2.78,1,not_promoted,no,no
83372,2.6875,0,promoted,no,no
83376,2.9966666666666666,0,not_promoted,no,no
83377,1.875,0,not_promoted,no,no
83380,4.765000000000001,0,promoted,yes,no
83381,2.92,2,not_promoted,no,yes
83389,1.65,1,not_promoted,no,no
83405,2.636,0,not_promoted,no,no
83413,3.9,0,unknown,yes,no
83419,3.19,0,promoted,no,no
83421,0.0,1,promoted,no,no
83427,0.0,2,promoted,no,no
83428,0.0,1,promoted,no,no
83432,2.7133333333333334,0,promoted,no,no
83437,3.353333333333333,0,not_promoted,no,no
83445,3.6225,2,unknown,yes,yes
83447,1.57,3,promoted,no,no
83462,1.39,1,promoted,no,no
83464,3.01,0,promoted,no,no
83465,0.0,0,promoted,no,no
83477,2.783333333333333,0,promoted,no,no
83480,3.93,2,not_promoted,yes,yes
83481,3.78,0,promoted,yes,no
83484,3.7816666666666663,1,promoted,yes,no
83492,2.5680000000000005,1,not_promoted,no,no
83496,2.6075000000000004,1,not_promoted,no,no
83505,2.1,1,promoted,no,no
83509,3.99,0,not_promoted,yes,no
83510,3.36,1,not_promoted,no,no
83514,0.0,1,promoted,no,no
83518,2.925,1,not_promoted,no,no
83525,3.432,1,not_promoted,no,no
83528,2.785,3,not_promoted,no,yes
83531,1.03,1,promoted,no,no
83535,2.87,0,promoted,no,no
83537,2.915,1,not_promoted,no,no
83538,0.0,0,not_promoted,no,no
83540,3.676,0,not_promoted,yes,no
83544,2.81,0,unknown,no,no
83547,2.765,1,promoted,no,no
83548,3.3825,1,promoted,no,no
83550,3.083333333333333,0,not_promoted,no,no
83553,3.6750000000000007,0,not_promoted,yes,no
83554,2.58,1,not_promoted,no,no
83555,3.18,0,not_promoted,no,no
83566,2.99,0,promoted,no,no
83571,3.935,2,promoted,yes,no
83576,3.03,0,not_promoted,no,no
83577,1.835,1,promoted,no,no
83578,3.265,0,not_promoted,no,no
83584,3.333333333333333,1,not_promoted,no,no
83588,3.9375,0,not_promoted,yes,no
83589,4.24,0,promoted,yes,no
83593,2.87,1,not_promoted,no,no
83603,3.2566666666666664,1,not_promoted,no,no
83605,2.6375,2,promoted,no,no
83608,2.775,1,not_promoted,no,no
83612,1.68,3,promoted,no,no
83613,2.33,0,not_promoted,no,no
83616,3.41,0,promoted,no,no
83619,2.45,0,not_promoted,no,no
83621,4.29,2,promoted,yes,no
83628,2.825,0,not_promoted,no,no
83630,2.77,2,unknown,no,yes
83631,3.5500000000000003,0,promoted,yes,no
83636,4.44,3,promoted,yes,no
83638,3.905,1,promoted,yes,no
83639,2.94,0,promoted,no,no
83642,3.82,1,promoted,yes,no
83649,3.43,0,not_promoted,no,no
83650,4.67,2,not_promoted,yes,yes
83652,2.814,0,promoted,no,no
